7655,,,
city,address,longitude,latitude
Cincinnati Ohio 45202,Atrium One,-84.504732,39.106444
Denver Colorado 80290,Atrium  1700 Broadway,-104.992259,39.74001
Brooklyn New York 11217,Atlantic Terminal (UCO),-73.977854,40.68419
Monterey Park California 91754,Atlantic Square,-118.126514,34.059792
Atlantic City New Jersey 08401,Atlantic City  The Walk,-74.426454,39.362705
Jacksonville Florida 32225,Atlantic Blvd - Southside Blvd,-81.495669,30.349089
Margate Florida 33063,Atlantic Blvd - Rock Island Rd,-80.210308,26.251645
City of Commerce California 900403918,Atlantic - Washington  (UCO),-118.154984,34.001171
Long Beach California 90807,Atlantic - San Antonio  Long Beach,-118.185074,33.83128
Lynwood California 90262,Atlantic - Imperial  Lynwood (UCO),-118.191764,33.9106
Monterey Park California 917541580,Atlantic - Garvey Blvd,-118.126511,34.059769
Atlanta Georgia 30303,Atlanta Merchandise Mart,-84.391109,33.748315
Atlanta Georgia 30326,Atlanta Financial Center,-84.365529,33.852325
Huntington Beach California 92646,Atlanta - Magnolia  Huntington Beac,-117.968668,33.66874
Atlanta Georgia 30320,ATL - Concourse D  Gate 8,-84.343282,33.774898
Atlanta Georgia 30320,ATL - Concourse A  Gate 2,-84.442609,33.63962
Atlanta Georgia 30320,ATL - Atlanta TF-3  Gate T12,-84.442609,33.63962
Atlanta Georgia 30320,ATL - Atlanta TF-10 at Gate T3,-84.316173,33.767229
Atlanta Georgia 30320,ATL - Atlanta Term 3 Simply Books,-84.442609,33.63962
Atlanta Georgia 30320,ATL - Atlanta DF-2  Gate D30,-84.442609,33.63962
Atlanta Georgia 30320,ATL - Atlanta Conc E,-84.442609,33.63962
Atlanta Georgia 30320,ATL - Atlanta BF-1  Gate B28,-84.442609,33.63962
Denver Colorado 80209,Athletic Club at Denver Place,-105.021713,39.770248
Athens Georgia 30601,Athens,-83.324379,33.973985
Chicago Illinois 60606,AT-T Building,-87.636769,41.88232
Tempe Arizona 85287,ASU Tempe - Palo Verde East,-111.930879,33.421985
Tempe Arizona 85287,ASU Tempe - Bookstore,-111.930879,33.421985
Tempe Arizona 85287,ASU Tempe -  Memorial Union,-111.930879,33.421985
Tempe Arizona 85287,ASU Tempe -  Business College,-111.930879,33.421985
Astoria New York 11105,Astoria Ditmars,-73.904069,40.77449
New York New York 10003,Astor Place,-73.991099,40.7298
Lexington Kentucky 40502,Ashland - High,-84.492969,38.02972
Chicago Illinois 60614,Ashland - Altgeld,-87.668244,41.927865
Ashland Oregon 97520,Ashland,-122.615019,42.0717
Fresno California 937052026,Ashlan - West  Fresno,-119.843933,36.828129
Clovis California 93611,Ashlan - Fowler  Clovis,-119.674194,36.79393
Fresno California 93726,Ashlan - Cedar  Fresno,-119.766258,36.794253
Ashburn Virginia 20147,Ashburn Village,-77.474548,39.050419
Ashburn Virginia 20147,Ashburn Farm S C,-77.511577,39.036214
Ashburn Virginia 20147,Ashbrook Commons,-77.471029,39.060345
Hanover Maryland 21076,Arundel Village,-76.720465,39.15507
Hanover Maryland 210761295,Arundel Mills,-76.720482,39.155071
Gardena California 902483220,Artesia - Western  Gardena (UCO),-118.307503,33.883759
Torrance California 90504,Artesia - Prairie  Torrance,-118.315089,33.872817
Redondo Beach California 90278,Artesia - Flagler - Redondo Bch.,-118.369609,33.87094
Glendale Arizona 85308,Arrowhead Towne Center,-112.145419,33.660075
Irwindale California 91706,Arrow Hwy - 4th  Irwindale,-117.938624,34.100637
Syracuse New York 13202,Armory Square,-76.147389,43.04999
Poughkeepsie New York 12603,Arlington Square - Route 44,-73.891744,41.696185
Arlington Heights Illinois 60006,Arlington Heights,-87.995949,42.13801
Riverside California 925062608,Arlington - Brockton  Riverside,-117.379494,33.983601
Riverside California 92506,Arlington - 91 Fwy  Riverside,-117.385704,33.949843
Arlington Massachusetts 02474,Arlington,-71.147259,42.40398
Tempe Arizona 85282,Arizona Mills,-111.97151,33.390079
Chandler Arizona 85248,Arizona Ave - Loop 202  Chandler,-111.864109,33.232365
Saratoga California 95070,Argonaut - Saratoga,-122.026178,37.279654
Columbus Ohio 43215,Arena District,-83.003014,39.962
Ardsley New York 105020625,Ardsley,-73.833755,41.00367
Sacramento California 95864,Arden Plaza,-121.389639,38.59585
Sacramento California 95815,Arden Fair Mall,-121.421582,38.621841
Los Angeles California 90017,Arco Plaza (Downstairs) -Downtown L,-118.26411,34.052678
Ontario California 917617303,Archibald - Riverside  Ontario,-117.60215,34.015514
Ontario California 917644600,Archibald - Inland Empire,-117.647812,34.06459
Arcadia California 91006,Arcadia,-118.017219,34.105089
Ann Arbor Michigan 48104,Arborland Relocation,-83.748479,42.281875
Austin Texas 78759,Arboretum  Market,-97.752227,30.391316
Douglasville Georgia 30135,Arbor Place,-84.741264,33.72716
Greenwood Village Colorado 80112,Arapahoe Market Place,-104.899809,39.59512
Centennial Colorado 80111,Arapahoe - Peoria,-104.823851,39.59515
Houston Texas 77002,Aramark McKinney Tunnel,-95.369784,29.76045
Middletown Rhode Island 02842,Aquidneck Centre,-71.287594,41.520555
Buffalo Grove Illinois 600896888,Aptikisic,-87.959236,42.151527
Wheat Ridge Colorado 80033,Applewood Village,-105.080499,39.75845
Appleton Wisconsin 54915,Appleton-Hwy 441 - Calumet,-88.380454,44.232959
Appleton Wisconsin 54911,Appleton-College Avenue,-88.415794,44.280845
Appleton Wisconsin 54913,Appleton West-Wisconsin Ave.,-88.415249,44.368615
Apple Valley Minnesota 55124,Apple Valley - Cedar - CR 42,-93.225264,44.731821
El Sobrante California 94803,Appian - Valley View - El Sobrante,-122.290425,37.969364
Rancho Santa Margarita California 926882811,Antonio - La Promesa  Rancho Sant,-117.591629,33.640339
Costa Mesa California 92626,Anton - Sakioka  Costa Mesa,-117.884464,33.690085
Antioch California 94509,Antioch,-121.842364,38.012495
Anthem Arizona 850860416,Anthem - I-17  Anthem,-112.144234,33.856014
Atlanta Georgia 30324,Ansley Mall,-84.368759,33.79683
Annapolis Maryland 21401,Annapolis Mall Kiosk,-76.489934,38.9767
Annapolis Maryland 21401,Annapolis Harbour,-76.489934,38.9767
Ann Arbor Michigan 48104,Ann Arbor  Main - Liberty,-83.748479,42.281875
North Las Vegas Nevada 890310804,Ann - Camino Al Norte,-115.087662,36.19199
Ankeny Iowa 50021,Ankeny-Delaware - Shurfine,-93.585489,41.731855
Hermitage Tennessee 37076,Andrew Jackson Pkwy  Lebanon Pike,-86.598556,36.211864
Andover Massachusetts 01810,Andover,-71.168871,42.667855
Chicago Illinois 60640,Andersonville,-87.666904,41.966175
Eden Prairie Minnesota 55344,Anderson Lakes Parkway,-93.400874,44.836985
Garden Grove California 92840,Anaheim Marriott Suites -Lobby,-117.933519,33.78681
Anaheim California 92802,Anaheim Marriott Hotel,-117.941494,33.83157
Anaheim Hills California 92807,Anaheim Hills,-117.778751,33.850619
Bel Air Maryland 21014,Amyclae,-76.317025,39.547437
Grand Rapids Michigan 49503,Amway Grand Plaza,-85.671179,42.96641
Amherst Massachusetts 01002,Amherst,-72.411889,42.391071
Durham North Carolina 27701,American Tobacco Historic District,-78.896014,35.995275
American Fork Utah 84003,American Fork-Salt Lake,-111.797479,40.37782
American Canyon California 94503,American Canyon - Highway 29,-122.25606,38.201414
Phoenix Arizona 85004,America West Arena,-112.072243,33.446072
Fort Worth Texas 76155,Amer. Airlines Flght Academy Lobby,-97.055669,32.82342
Fort Worth Texas 76155,Amer. Airlines CP-4 Lobby Esp Cart,-97.055669,32.82342
Lafayette Louisiana 70506,Ambassador Pkwy - Inez,-92.075129,30.192645
Dublin California 94568,Amador Valley - Village Pkwy - Dubl,-121.906729,37.71615
Pleasanton California 94588,Amador Center (aka Amador Plaza),-121.864868,37.662045
Irvine California 92618,Alton Technology - Irvine,-117.743388,33.667742
Irvine California 92604,Alton Square - Irvine,-117.78896,33.688291
Irvine California 92614,Alton - Culver  Irvine,-117.825348,33.686887
Chicago Illinois 60614,Altgeld - Lincoln,-87.646404,41.923765
Bell California 90201,Altantic - Florence  Bell (UCO),-118.171824,33.97039
Alpharetta Georgia 30022,Alpharetta Crossing,-84.268527,34.021318
Alpharetta Georgia 30022,Alpharetta Barnes - Noble,-84.251146,34.031041
Azusa California 917022740,Alosta - Barranca  Azusa,-117.905586,34.133621
Winter Park Florida 32792,Aloma Ave - Lakemont Rd,-81.301664,28.60891
San Jose California 951202918,Almaden Center - San Jose,-121.88578,37.338451
San Jose California 95125,Almaden - Curtner - San Jose,-121.894251,37.293939
San Jose California 95129,Almaden - Blossom Hill - San Jose,-122.00113,37.306478
Chandler Arizona 852251883,Alma School - Elliot Rd  Chandler,-111.84082,33.302879
Boston Massachusetts 02215,Allston (Star Market),-71.067469,42.29401
Allen Park Michigan 48101,Allen Park,-83.229864,42.228335
New York New York 10002,Allen - Delancey,-73.992951,40.714512
Seattle Washington 981162812,Alki Ave.,-122.385742,47.595127
Aliso Viejo California 92653,Aliso Viejo,-117.690361,33.601723
West Jordan Utah 84084,Albertsons-West Jordan #385,-111.938754,40.60675
Walla Walla Washington 99362,Albertsons-Walla Walla #225,-118.308779,46.07729
Vista California 92083,Albertsons-Vista #6797,-117.248815,33.19768
Visalia California 93277,Albertsons-Visalia #7252,-119.325689,36.30779
Victorville California 92392,Albertsons-Victorville #6530,-117.386534,34.48026
Vancouver Washington 98682,Albertsons-Vancouver #511,-122.516189,45.66649
Van Nuys California 91405,Albertsons-Van Nuys #626 6389,-118.447489,34.201195
Vallejo California 94589,Albertsons-Vallejo #7254,-122.246729,38.14335
Vacaville California 95687,Albertsons-Vacaville #7281,-121.955159,38.34628
Vacaville California 95688,Albertsons-Vacaville #7272,-121.98558,38.38277
Ukiah California 95482,Albertsons-Ukiah #708   (7008),-123.205352,39.16018
Tujunga California 91042,Albertsons-Tujunga #6397 (6370),-118.284979,34.25634
Tucson Arizona 85704,Albertsons-Tucson #988,-110.984759,32.3302
Tucson Arizona 85745,Albertsons-Tucson #972,-111.029359,32.24578
Troutdale Oregon 97060,Albertsons-Troutdale #536,-122.393329,45.52809
Tracy California 95376,Albertsons-Tracy #7295,-121.4339,37.736506
Torrance California 90503,Albertsons-Torrance #6153,-118.350649,33.83521
Tigard Oregon 97223,Albertsons-Tigard #576,-122.744969,45.420938
Tigard Oregon 97204,Albertsons-Tigard #565,-122.67408,45.517859
Thousand Oaks California 91360,Albertsons-Thousand Oaks #6369,-118.859442,34.196471
Thornton Colorado 80229,Albertsons-Thornton #892,-104.959479,39.863175
Tempe Arizona 85283,Albertsons-Tempe #940,-111.928604,33.36467
Temecula California 92589,Albertsons-Temecula #6753,-117.166931,33.502481
Temecula California 92590,Albertsons-Temecula #6706,-117.199009,33.49044
Tacoma Washington 98444,Albertsons-Tacoma #493,-122.447514,47.15444
Surprise Arizona 85374,Albertsons-Surprise #1026,-112.385919,33.644383
Sunnyvale California 94087,Albertsons-Sunnyvale #7103,-122.037089,37.352085
Sun City California 92586,Albertsons-Sun City #691   (6791),-117.197491,33.70833
St Petersburg Florida 337041314,Albertsons-St Petersburg #4302,-79.67704,41.147011
St Augustine Florida 32084,Albertsons-St Augustine #4367,-81.33274,29.903135
Spokane Washington 99223,Albertsons-Spokane #268,-117.360499,47.613624
Spokane Washington 99206,Albertsons-Spokane #258,-117.256099,47.64743
Spokane Washington 992181951,Albertsons-Spokane #242,-117.406853,47.654148
Spokane Washington 99203,Albertsons-Spokane #240,-117.405849,47.62958
Sparks Nevada 89436,Albertsons-Sparks #185,-119.700643,39.6186
Simi Valley California 93065,Albertsons-Simi Valley #684 6393,-118.774991,34.26411
Silverdale Washington 98383,Albertsons-Silverdale #492,-122.692989,47.66217
Sherwood Oregon 97140,Albertsons-Sherwood #579,-122.813859,45.368565
Sebastopol California 95472,Albertsons-Sebastopol #7061,-122.817266,38.403244
Seattle Washington 98133,Albertsons-Seattle #410,-122.343869,47.73897
Scottsdale Arizona 85259,Albertsons-Scottsdale #983,-111.817689,33.58644
Scottsdale Arizona 85250,Albertsons-Scottsdale #979,-111.925604,33.53452
Scottsdale Arizona 85260,Albertsons-Scottsdale #969,-111.886564,33.61002
Saugus California 91350,Albertsons-Saugus #6360,-118.512239,34.438309
Sarasota Florida 34243,Albertsons-Sarasota #4465,-82.522199,27.4031
Santa Rosa California 95403,Albertsons-Santa Rosa #7090,-122.748289,38.48285
Santa Rosa California 95405,Albertsons-Santa Rosa #7016,-122.672879,38.43867
Santa Monica California 90405,Albertsons-Santa Monica #6162,-118.453049,34.02778
Santa Monica California 90403,Albertsons-Santa Monica #6136,-118.493504,34.028375
Santa Maria California 93455,Albertsons-Santa Maria #6348,-120.432434,34.90721
Santa Fe New Mexico 87501,Albertsons-Santa Fe #987,-105.937682,35.684082
Santa Ana California 92704,Albertsons-Santa Ana #6531,-117.903034,33.72488
Sandy Utah 84093,Albertsons-Sandy #391,-111.831379,40.5949
San Ramon California 94583,Albertsons-San Ramon#7001,-121.957369,37.751739
San Pedro California 90732,Albertsons-San Pedro #6164 (6123),-118.311864,33.73836
San Lorenzo California 94580,Albertsons-San Lorenzo #7030,-122.131477,37.677885
San Leandro California 94578,Albertsons-San Leandro #7071,-122.145873,37.713258
San Jose California 951363914,Albertsons-San Jose #7154,-121.88578,37.338451
San Jose California 95123,Albertsons-San Jose #7142,-121.83256,37.244938
San Jose California 95148,Albertsons-San Jose #7135,-121.885794,37.338475
San Jose California 95130,Albertsons-San Jose #7111,-121.982896,37.287838
San Jose California 95124,Albertsons-San Jose #7106,-121.922709,37.256557
San Jose California 95138,Albertsons-San Jose #7102,-121.885794,37.338475
San Dimas California 91773,Albertsons-San Dimas #6594,-117.776199,34.145667
San Diego California 92129,Albertsons-San Diego #689 6772,-117.128379,32.962981
San Diego California 92105,Albertsons-San Diego #6801,-117.094432,32.73932
San Diego California 92126,Albertsons-San Diego #6770,-117.14025,32.915607
San Diego California 92129,Albertsons-San Diego #6742,-117.128379,32.962981
San Diego California 92122,Albertsons-San Diego #6703,-117.161724,32.715685
San Clemente California 92673,Albertsons-San Clemente #6563,-117.615981,33.461258
San Clemente California 92672,Albertsons-San Clemente #6509,-117.639573,33.440823
Salt Lake City Utah 84121,Albertsons-Salt Lake City #395,-111.824759,40.62658
Salt Lake City Utah 84108,Albertsons-Salt Lake City #371,-111.813186,40.74481
Holladay Utah 84117,Albertsons-Salt Lake City,-111.824564,40.671425
Sacramento California 95828,Albertsons-Sacramento #7298,-121.399609,38.48168
Sacramento California 95833,Albertsons-Sacramento #7273,-121.502502,38.617316
Sacramento California 958265105,Albertsons-Sacramento #7240,-121.490982,38.579048
Sacramento California 95819,Albertsons-Sacramento #7236,-121.440351,38.568485
Sacramento California 95823,Albertsons-Sacramento #7202,-121.444149,38.474355
Roswell New Mexico 882015635,Albertsons-Roswell #990,-104.522774,33.394821
Roseburg Oregon 97470,Albertsons-Roseburg #515,-123.378299,43.22435
Roanoke Texas 76262,Albertsons-Roanoke #4149,-97.271904,32.97834
Riverside California 92508,Albertsons-Riverside #6514,-117.322699,33.89309
Ridgecrest California 93555,Albertsons-Ridgecrest #6331,-117.651139,35.62247
Renton Washington 98058,Albertsons-Renton #470,-122.14504,47.44597
Redwood City California 94061,Albertsons-Redwood City #7127,-122.23321,37.463171
Redondo Beach California 90277,Albertsons-Redondo Beach #6127,-118.383963,33.830091
Redlands California 923735814,Albertsons-Redlands #6519,-117.151138,34.051331
Rapid City South Dakota 57701,Albertsons-Rapid City SD #845,-103.230889,44.081165
Randolph New Jersey 07869,Albertsons-Randolph #7927,-74.561712,40.848608
Rancho Santa Margarita California 92688,Albertsons-Rancho Santa Margarita #,-117.630002,33.586749
Rancho Cucamonga California 91730,Albertsons-Rancho Cucamonga #6523,-117.560273,34.091117
Rancho Cucamonga California 91737,Albertsons-Ranch Cucamonga #6520,-117.579659,34.1467
Ramona California 92065,Albertsons-Ramona #6725,-116.847109,33.033
Puyallup Washington 98373,Albertsons-Puyallup #468,-122.322834,47.14889
Portland Oregon 97229,Albertsons-Portland #596,-122.817029,45.544531
Portland Oregon 97255,Albertsons-Portland #582,-122.675629,45.511795
Portland Oregon 97266,Albertsons-Portland #509,-122.560629,45.481905
Portland Oregon 97221,Albertsons-Portland #505,-122.727757,45.496109
Port Orchard Washington 98366,Albertsons-Port Orchard #475,-122.598909,47.5315
Port Orchard Washington 98367,Albertsons-Port Orchard #419,-122.638474,47.541035
Pleasanton California 94566,Albertsons-Pleasanton #7002,-121.878429,37.665165
Pleasant Hill California 94523,Albertsons-Pleasant Hill #7062,-122.059498,37.949907
Murphy Texas 75094,Albertsons-Plano #4101,-96.613789,33.021199
Plainfield Illinois 60544,Albertsons-Plainfield #3190,-88.166534,41.681259
Placerville California 95667,Albertsons-Placerville #7256,-120.834189,38.723025
Pittsburgh California 94565,Albertsons-Pittsburg #792 7092,-121.909069,38.01548
Phoenix Arizona 85032,Albertsons-Phoenix #985,-112.002509,33.6248
Phoenix Arizona 85050,Albertsons-Phoenix #1025,-112.000889,33.67695
Phoenix Arizona 85009,Albertsons-Phoenix #1004,-112.123819,33.456395
Petaluma California 94952,Albertsons-Petaluma #7037,-122.862725,38.25093
Peoria Arizona 85381,Albertsons-Peoria #998,-112.232225,33.60964
Peoria Arizona 853822125,Albertsons-Peoria #991,-112.242302,33.58094
Paso Robles California 93446,Albertsons-Paso Robles #6314,-120.645424,35.646252
Park City Utah 84060,Albertsons-Park City #365,-111.501659,40.68045
Palmdale California 93551,Albertsons-Palmdale #6333,-118.183174,34.6024
Palmdale California 93552,Albertsons-Palmdale #6303,-118.037219,34.562084
Palm Springs California 92262,Albertsons-Palm Springs #6569,-116.618864,33.89066
Palm Desert California 92211,Albertsons-Palm Desert #6567,-116.324469,33.763065
Palm Coast Florida 32137,Albertsons-Palm Coast #4469,-81.214529,29.554433
Pahrump Nevada 89048,Albertsons-Pahrump #6041,-115.997869,36.175605
Oxnard California 93030,Albertsons-Oxnard #6217,-119.174049,34.206435
Orlando Florida 32835,Albertsons-Orlando #4463,-81.484799,28.522886
Orcutt California 93455,Albertsons-Orcutt #1694 6394,-120.430369,34.884626
Orange California 92869,Albertsons-Orange #6585,-117.795788,33.791259
Orange California 92867,Albertsons-Orange #6534,-117.822015,33.813701
Olympia Washington 98501,Albertsons-Olympia #415,-122.878189,47.011528
Oceanside California 92056,Albertsons-Oceanside #6733,-117.284369,33.19861
Oak Harbor Washington 98277,Albertsons-Oak Harbor #402,-122.643584,48.30671
Norman Oklahoma 730696359,Albertsons-Norman OK #2219,-97.446617,35.220749
Norman Oklahoma 73071,Albertsons-Norman #2255,-97.418326,35.22385
Norman Oklahoma 730696359,Albertsons-Norman #2219,-97.446617,35.220749
Newport Beach California 92662,Albertsons-Newport Beach #6577,-117.893449,33.60635
Newbury Park California 91320,Albertsons-Newbury Park #6391,-118.940572,34.176121
Naples Florida 34108,Albertsons-Naples #4417,-81.805649,26.24395
Naperville Illinois 60563,Albertsons-Naperville #3185,-88.113887,41.814551
Napa California 94558,Albertsons-Napa #7231,-122.296926,38.334447
Lynnwood Washington 98037,Albertsons-Mukilteo #469,-122.287369,47.83937
Mount Lake Terrace Washington 98043,Albertsons-Mt Lake Terrace #414,-122.305449,47.79202
Missoula Montana 59801,Albertsons-Missoula #2010,-114.014219,46.85605
Mission Viejo California 92691,Albertsons-Mission Viejo #6517,-117.677638,33.61941
Milton Washington 98354,Albertsons-Milton #472,-122.312668,47.249639
Mill Creek Washington 980121228,Albertsons-Mill Creek #458,-96.409271,30.162643
Mesa Arizona 85203,Albertsons-Mesa #993,-111.804209,33.43833
Mesa Arizona 85207,Albertsons-Mesa #989,-111.644149,33.444085
Mesa Arizona 85201,Albertsons-Mesa #942,-111.846739,33.430425
Mesa Arizona 85212,Albertsons-Mesa #1002,-111.63567,33.34291
Mercer Island Washington 980402811,Albertsons-Mercer Island #450,-122.226509,47.55563
Media Pennsylvania 19063,Albertsons-Media #7876,-75.40644,39.917085
Marysville Washington 982705505,Albertsons-Marysville #471,-122.176903,48.059681
Martinez California 94553,Albertsons-Martinez #7021,-122.11011,37.994542
Marlboro New Jersey 07746,Albertsons-Marlboro #7939,-74.248751,40.313963
Marina Del Rey California 90292,Albertsons-Marina Del Rey #6104,-118.452219,33.98592
Lynnwood Washington 98036,Albertsons-Lynnwood #0485,-122.283269,47.81151
Long Beach California 90803,Albertsons-Long Beach #6120,-118.127997,33.761116
Lomita California 90717,Albertsons-Lomita #6107,-118.315484,33.79374
Littleton Colorado 80122,Albertsons-Littleton #895,-104.956352,39.58022
Littleton Colorado 801232800,Albertsons-Littleton #874,-105.014519,39.61692
Littleton Colorado 80127,Albertsons-Littleton #839,-105.128999,39.58603
Lewisville Texas 75067,Albertsons-Lewisville #4148,-97.003939,33.019081
Lemon Grove California 91945,Albertsons-Lemon Grove #6707,-117.036018,32.727701
Las Vegas Nevada 89142,Albertsons-Las Vegas #6091,-115.139764,36.17183
Las Vegas Nevada 82129,Albertsons-Las Vegas #6090,-115.139764,36.17183
Las Vegas Nevada 89121,Albertsons-Las Vegas #6062,-115.092449,36.11943
Las Vegas Nevada 89130,Albertsons-Las Vegas #6061,-115.225579,36.2551
Las Vegas Nevada 89145,Albertsons-Las Vegas #6046,-115.271912,36.16755
Las Vegas Nevada 89101,Albertsons-Las Vegas #6021,-115.124019,36.172855
Las Vegas Nevada 89129,Albertsons-Las Vegas #6018,-115.139764,36.17183
Las Vegas Nevada 89134,Albertsons-Las Vegas #6016,-115.139764,36.17183
Las Vegas Nevada 89129,Albertsons-Las Vegas #6012,-115.139764,36.17183
Las Vegas Nevada 89128,Albertsons-Las Vegas #6011,-115.266453,36.19667
Las Vegas Nevada 89131,Albertsons-Las Vegas #6009,-115.243299,36.30149
Las Vegas Nevada 89123,Albertsons-Las Vegas #6006,-115.146049,36.034725
Las Vegas Nevada 89032,Albertsons-Las Vegas #6005,-115.139764,36.17183
Las Vegas Nevada 89147,Albertsons-Las Vegas #6004,-115.276489,36.11216
Largo Florida 33771,Albertsons-Largo #4338,-82.757564,27.90632
Laramie Wyoming 82070,Albertsons-Laramie #830,-105.698698,41.244489
Lakewood California 90712,Albertsons-Lakewood #6197,-118.147679,33.85048
Lake Oswego Oregon 97035,Albertsons-Lake Grove #521,-122.710574,45.410475
Lake Elsinore California 92530,Albertsons-Lake Elsinore #6798,-117.369815,33.657584
Lake Elsinore California 92530,Albertsons-Lake Elsinore #6789,-117.369815,33.657584
Lake Charles Louisiana 70605,Albertsons-Lake Charles #2717,-93.251059,30.165278
Lafayette Colorado 80026,Albertsons-Lafayette #808,-105.101829,39.997915
La Mirada California 90638,Albertsons-La Mirada #6148,-118.006999,33.90262
Kingston Washington 98346,Albertsons-Kingston #486,-122.51839,47.808648
Kent Washington 98031,Albertsons-Kent #474,-122.194519,47.40492
Kent Washington 98031,Albertsons-Kent #431,-122.194519,47.40492
Jeremy Ranch Utah 84098,Albertsons-Jeremy #307,-111.552148,40.727569
Jackson Wyoming 83002,Albertsons-Jackson #183,-110.762403,43.479711
Irvine California 92606,Albertsons-Irvine #6596,-117.805361,33.698128
Huntington Beach California 92647,Albertsons-Huntington Beach #6151,-118.006679,33.7236
Huntington Beach California 92648,Albertsons-Huntington Beach #6124,-118.003179,33.675665
Huntington Beach California 92648,Albertsons-Huntington Beach #6110,-118.003179,33.675665
Huntington Beach California 92649,Albertsons-Huntington Beach #6102,-118.044829,33.721115
Hollister California 95023,Albertsons-Hollister #7188,-121.390279,36.851976
Hillsboro Oregon 97124,Albertsons-Hillsboro #591,-122.940892,45.539657
Hillsboro Oregon 97123,Albertsons-Hillsboro #590,-122.955479,45.49197
Highlands Ranch Colorado 80126,Albertsons-Highlands Ranch #806,-104.961387,39.542871
Henderson Nevada 89015,Albertsons-Henderson #6002,-114.966119,36.038169
Heathrow Florida 32746,Albertsons-Heathrow #4316,-81.347004,28.76203
Hayward California 94541,Albertsons-Hayward #7138,-122.086862,37.674568
Hayward California 94544,Albertsons-Hayward #7107,-122.064499,37.63375
Hamilton Square New Jersey 08690,Albertsons-Hamilton Square #7919,-74.658384,40.212345
Hailey Idaho 83333,Albertsons-Hailey #130,-114.312567,43.533241
Greenwood Village Colorado 80112,Albertsons-Greenwood #884,-104.878939,39.57895
Grass Valley California 95945,Albertsons-Grass Valley #7276,-121.012428,39.218441
Grand Junction Colorado 81503,Albertsons-Grand Junction #897,-108.586419,39.05755
Grand Junction Colorado 81501,Albertsons-Grand Junction #0886,-108.549429,39.07461
Glendora California 91740,Albertsons-Glendora #6601,-117.855069,34.11697
Glendale Arizona 85304,Albertsons-Glendale #941,-112.176259,33.5955
Gillette Wyoming 82718,Albertsons-Gillette #864,-105.456842,44.11343
Gilbert Arizona 852338443,Albertsons-Gilbert #992,-111.789742,33.329041
Gilbert Arizona 85296,Albertsons-Gilbert #1028,-111.746579,33.33407
Gilbert Arizona 85296,Albertsons-Gilbert #1023,-111.746579,33.33407
Gilbert Arizona 85297,Albertsons-Gilbert #0929,-111.714859,33.278337
Gig Harbor Washington 98332,Albertsons-Gig Harbor,-122.557041,47.400755
Gardena California 90247,Albertsons-Gardena-#6108,-118.297169,33.892314
Fullerton California 92835,Albertsons-Fullerton #6119,-117.910459,33.90229
Fullerton California 92632,Albertsons-Fullerton #6117,-117.929104,33.870325
Fort Worth Texas 76109,Albertsons-Ft Worth #4285,-97.375837,32.70262
Fountain Valley California 92708,Albertsons-Fountain Valley #6157,-117.953679,33.71032
Fort Worth Texas 76109,Albertsons-Fort Worth #4170,-97.375837,32.70262
Fort Worth Texas 76132,Albertsons-Fort Worth #4124,-97.412239,32.672525
Federal Way Washington 98003,Albertsons-Federal Way #496,-122.312969,47.313995
Fallbrook California 92028,Albertsons-Fallbrook #6786,-117.217509,33.36788
Evergreen Colorado 80439,Albertsons-Evergreen #815,-105.355009,39.647228
Everett Washington 98203,Albertsons-Everett #478,-122.224389,47.94404
Eugene Oregon 974016109,Albertsons-Eugene #572,-93.121399,36.244171
Eugene Oregon 97402,Albertsons-Eugene #513,-123.173639,44.06376
Eugene Oregon 97402,Albertsons-Eugene #507,-123.173639,44.06376
Escondido California 92027,Albertsons-Escondido #6713,-117.044402,33.134501
El Paso Texas 79912,Albertsons-El Paso #994,-106.540989,31.8491
El Paso Texas 79936,Albertsons-El Paso #1016,-106.292529,31.76544
El Paso Texas 79902,Albertsons-El Paso #0936,-106.494249,31.77897
El Cerrito California 94530,Albertsons-El Cerrito #7006,-122.300133,37.899576
El Centro California 92243,Albertsons-El Centro #1691 6766,-115.578584,32.78759
El Cajon California 92021,Albertsons-El Cajon #6771,-116.909049,32.82384
Durango Colorado 81301,Albertsons-Durango #801,-107.841759,37.3371
Draper Utah 84020,Albertsons-Draper #394,-111.866706,40.508808
Draper Utah 84020,Albertsons-Draper #379,-111.866706,40.508808
Downington Pennsylvania 19335,Albertsons-Downington #7767,-75.715719,40.021872
Denver Colorado 80209,Albertsons-Denver #885,-104.965169,39.70658
Denver Colorado 802306181,Albertsons-Denver #836,-104.992264,39.739979
Denver Colorado 80239,Albertsons-Denver #831,-104.82604,39.787608
Denver Colorado 80231,Albertsons-Denver #822,-104.891632,39.670406
Denton Texas 76205,Albertsons-Denton #4153,-97.125359,33.19343
Del Mar California 92014,Albertsons-Del Mar #6702,-117.269231,32.979299
Dana Point California 92629,Albertsons-Dana Point #6558,-117.703695,33.47725
Covina California 91722,Albertsons-Covina #697 6597,-117.907689,34.09705
Corona California 91719,Albertsons-Corona #696   (6796),-117.575039,33.877895
Corona California 92882,Albertsons-Corona #6727,-117.592925,33.86306
Colorado Springs Colorado 80918,Albertsons-Colorado Springs #803,-104.773384,38.91361
Colorado Springs Colorado 80920,Albertsons-Colorado Springs #0840,-104.764739,38.95514
Colleyville Texas 76034,Albertsons-Colleyville #4270,-97.163359,32.87441
